,age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,kfold
1098,39,Self-emp-not-inc,251710,10th,6,Married-spouse-absent,Other-service,Not-in-family,White,Female,0,1721,15,United-States,<=50K,0
1099,20,Private,111697,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,1719,28,United-States,<=50K,0
1100,20,State-gov,223515,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Male,0,1719,20,United-States,<=50K,0
1101,21,Private,32616,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,1719,16,United-States,<=50K,0
1102,18,Private,201901,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,1719,15,United-States,<=50K,0
1103,30,?,96851,Some-college,10,Never-married,?,Not-in-family,White,Female,0,1719,25,United-States,<=50K,0
1104,19,Private,387215,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,1719,16,United-States,<=50K,0
1105,22,Private,217961,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,1719,30,United-States,<=50K,0
1106,26,Private,322614,Preschool,1,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,0,1719,40,Mexico,<=50K,0
1107,19,Private,158118,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,1719,40,United-States,<=50K,0
1108,22,Private,347867,HS-grad,9,Married-spouse-absent,Sales,Not-in-family,White,Male,0,1719,40,United-States,<=50K,0
1109,37,Private,252947,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,1719,32,United-States,<=50K,0
1110,47,Private,27815,9th,5,Divorced,Other-service,Not-in-family,White,Female,0,1719,30,United-States,<=50K,0
1111,57,Private,299358,HS-grad,9,Widowed,Other-service,Other-relative,White,Female,0,1719,25,United-States,<=50K,0
1112,21,Private,257781,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,1719,30,United-States,<=50K,0
1113,21,Private,540712,HS-grad,9,Never-married,Other-service,Other-relative,Black,Male,0,1719,25,United-States,<=50K,0
1114,25,Local-gov,190107,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,1719,16,United-States,<=50K,0
1115,23,Private,151910,Bachelors,13,Never-married,Machine-op-inspct,Own-child,White,Female,0,1719,40,United-States,<=50K,0
1116,17,Private,184924,9th,5,Never-married,Handlers-cleaners,Own-child,White,Male,0,1719,15,United-States,<=50K,0
1117,19,?,351195,9th,5,Never-married,?,Other-relative,White,Male,0,1719,35,El-Salvador,<=50K,0
1118,17,Private,116626,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,1719,18,United-States,<=50K,0
1119,20,Private,39803,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,1719,36,United-States,<=50K,0
1120,21,Private,387335,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,1719,9,United-States,<=50K,0
1121,32,Private,110331,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1672,60,United-States,<=50K,0
1122,50,Self-emp-inc,175339,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,60,United-States,<=50K,0
1123,31,Private,59083,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,1672,50,United-States,<=50K,0
1124,60,Self-emp-not-inc,170114,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1672,84,United-States,<=50K,0
1125,34,Private,80933,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,40,United-States,<=50K,0
1126,34,Private,119422,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1672,50,United-States,<=50K,0
1127,45,Federal-gov,181970,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1672,40,United-States,<=50K,0
1128,57,Private,109638,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1672,45,United-States,<=50K,0
1129,55,Private,177484,11th,7,Married-civ-spouse,Other-service,Husband,Black,Male,0,1672,40,United-States,<=50K,0
1130,61,Private,213321,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1672,40,United-States,<=50K,0
1131,51,Self-emp-not-inc,32372,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1672,70,United-States,<=50K,0
1132,35,Private,54317,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1672,50,United-States,<=50K,0
1133,29,Private,147755,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,40,United-States,<=50K,0
1134,40,Private,187164,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1672,45,United-States,<=50K,0
1135,46,Self-emp-not-inc,182541,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1672,50,United-States,<=50K,0
1136,48,Private,185041,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1672,55,United-States,<=50K,0
1137,36,Local-gov,241998,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1672,50,United-States,<=50K,0
1138,46,Self-emp-not-inc,197836,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1672,50,United-States,<=50K,0
1139,42,Private,117319,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,40,United-States,<=50K,0
1140,57,Private,61761,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,45,United-States,<=50K,0
1141,43,Private,220109,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,1672,44,United-States,<=50K,0
1142,28,Private,346406,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1672,50,United-States,<=50K,0
1143,49,Private,190115,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1672,44,United-States,<=50K,0
1144,49,Self-emp-not-inc,208872,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1672,98,United-States,<=50K,0
1145,33,Private,232356,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1672,55,United-States,<=50K,0
1146,30,Private,460408,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1672,45,United-States,<=50K,0
1147,54,Private,145419,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1672,50,United-States,<=50K,0
1148,56,Self-emp-inc,119891,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1672,40,United-States,<=50K,0
1149,36,State-gov,110964,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1672,38,United-States,<=50K,0
1150,40,Self-emp-not-inc,89413,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,40,United-States,<=50K,0
1151,32,Private,97723,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,40,United-States,<=50K,0
1152,47,Self-emp-not-inc,107231,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,65,United-States,<=50K,0
1153,40,Private,566537,Preschool,1,Married-civ-spouse,Other-service,Husband,White,Male,0,1672,40,Mexico,<=50K,0
1154,37,Private,186009,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1672,60,United-States,<=50K,0
1155,28,Private,196690,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,1669,42,United-States,<=50K,0
1156,37,Private,35330,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,1669,55,United-States,<=50K,0
1157,48,Private,125933,Some-college,10,Widowed,Exec-managerial,Unmarried,Black,Female,0,1669,38,United-States,<=50K,0
1158,31,Private,207537,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,0,1669,50,United-States,<=50K,0
1159,26,Private,117833,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,1669,50,United-States,<=50K,0
1160,23,Private,435835,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,1669,55,United-States,<=50K,0
1161,39,Self-emp-not-inc,331481,Bachelors,13,Divorced,Craft-repair,Not-in-family,Black,Male,0,1669,60,?,<=50K,0
1162,49,Private,30219,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,1669,40,United-States,<=50K,0
1163,56,State-gov,274111,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,1669,40,United-States,<=50K,0
1164,47,Private,155124,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Female,0,1669,40,United-States,<=50K,0
1165,34,Private,185041,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,1669,45,United-States,<=50K,0
1166,32,Private,48458,HS-grad,9,Never-married,Sales,Own-child,Black,Female,0,1669,45,United-States,<=50K,0
1167,28,Private,72443,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,1669,60,United-States,<=50K,0
1168,38,Local-gov,30509,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,1669,55,United-States,<=50K,0
1169,34,Private,245173,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,1669,45,United-States,<=50K,0
1170,36,Private,224566,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Male,0,1669,45,United-States,<=50K,0
1171,30,Private,33688,HS-grad,9,Never-married,Transport-moving,Unmarried,White,Female,0,1669,70,United-States,<=50K,0
1172,26,Private,104834,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,1669,40,United-States,<=50K,0
1173,40,Private,180032,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,1669,40,United-States,<=50K,0
1174,56,Local-gov,52953,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,0,1669,38,United-States,<=50K,0
1175,44,Local-gov,196456,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,1669,40,United-States,<=50K,0
1176,33,Local-gov,169652,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Male,0,1669,55,United-States,<=50K,0
1177,53,Local-gov,137250,Masters,14,Widowed,Prof-specialty,Unmarried,Black,Female,0,1669,35,United-States,<=50K,0
1178,61,Private,190682,HS-grad,9,Widowed,Craft-repair,Not-in-family,Black,Female,0,1669,50,United-States,<=50K,0
1179,65,Self-emp-not-inc,316093,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,0,1668,40,United-States,<=50K,0
1180,81,Self-emp-not-inc,123959,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,0,1668,3,Hungary,<=50K,0
1181,68,?,286869,7th-8th,4,Widowed,?,Not-in-family,White,Female,0,1668,40,?,<=50K,0
1182,68,Local-gov,144761,HS-grad,9,Widowed,Protective-serv,Not-in-family,White,Male,0,1668,20,United-States,<=50K,0
1183,39,Self-emp-inc,218184,9th,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1651,40,Mexico,<=50K,0
1184,61,Private,107438,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,1651,40,United-States,<=50K,0
1185,61,Private,162391,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1651,40,United-States,<=50K,0
1186,46,Private,138370,7th-8th,4,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,1651,40,China,<=50K,0
1187,56,Self-emp-inc,216636,12th,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1651,40,United-States,<=50K,0
1188,30,Private,190912,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,1651,40,Vietnam,<=50K,0
1189,35,State-gov,193241,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1651,40,United-States,<=50K,0
1190,34,Private,261023,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1651,38,United-States,<=50K,0
1191,27,Private,37250,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1651,40,United-States,<=50K,0
1192,65,Local-gov,146454,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1648,4,Greece,<=50K,0
1193,74,Self-emp-not-inc,206682,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1648,35,United-States,<=50K,0
1194,26,Private,280093,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1628,50,United-States,<=50K,0
1195,62,Private,162245,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1628,70,United-States,<=50K,0
1196,45,Private,188386,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1628,45,United-States,<=50K,0
1197,28,Private,241895,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1628,40,United-States,<=50K,0
1198,37,Private,295949,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1628,40,United-States,<=50K,0
1199,28,Private,273929,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1628,60,United-States,<=50K,0
1200,46,Private,85109,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1628,40,United-States,<=50K,0
1201,39,Federal-gov,432555,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,1628,40,United-States,<=50K,0
1202,34,Private,238305,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,1628,12,?,<=50K,0
1203,37,Private,282872,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1628,40,United-States,<=50K,0
1204,41,?,211873,Assoc-voc,11,Married-civ-spouse,?,Wife,White,Female,0,1628,5,?,<=50K,0
1205,39,Private,278557,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1628,48,United-States,<=50K,0
1206,51,Local-gov,47415,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1628,30,United-States,<=50K,0
1207,42,Private,173590,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1628,40,United-States,<=50K,0
1208,40,Private,87771,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,1628,45,United-States,<=50K,0
1209,23,Private,107801,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,1617,25,United-States,<=50K,0
1210,43,Private,216042,Some-college,10,Divorced,Tech-support,Own-child,White,Female,0,1617,72,United-States,<=50K,0
1211,55,State-gov,71630,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,1617,40,United-States,<=50K,0
1212,56,Private,99359,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,1617,40,United-States,<=50K,0
1213,44,Private,344920,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,1617,20,United-States,<=50K,0
1214,30,Private,194141,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,1617,40,United-States,<=50K,0
1215,36,Private,206253,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,1617,40,United-States,<=50K,0
1216,62,Private,109463,Some-college,10,Separated,Sales,Unmarried,White,Female,0,1617,33,United-States,<=50K,0
1217,33,Private,190772,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,1617,40,United-States,<=50K,0
1218,19,Private,242941,Some-college,10,Never-married,Sales,Own-child,White,Female,0,1602,10,United-States,<=50K,0
1219,26,Private,225279,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,1602,40,?,<=50K,0
1220,19,Private,93604,7th-8th,4,Never-married,Craft-repair,Own-child,White,Male,0,1602,32,United-States,<=50K,0
1221,19,Private,167140,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,1602,24,United-States,<=50K,0
1222,25,?,122745,HS-grad,9,Never-married,?,Own-child,White,Male,0,1602,40,United-States,<=50K,0
1223,26,Private,303973,HS-grad,9,Never-married,Priv-house-serv,Other-relative,White,Female,0,1602,15,Mexico,<=50K,0
1224,22,?,219233,HS-grad,9,Never-married,?,Own-child,Black,Male,0,1602,30,United-States,<=50K,0
1225,19,Private,240468,Some-college,10,Married-spouse-absent,Sales,Own-child,White,Female,0,1602,40,United-States,<=50K,0
1226,32,Private,105938,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Female,0,1602,20,United-States,<=50K,0
1227,18,?,276864,Some-college,10,Never-married,?,Own-child,White,Female,0,1602,20,United-States,<=50K,0
1228,22,Private,215395,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,1602,10,United-States,<=50K,0
1229,21,Private,119309,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,1602,16,United-States,<=50K,0
1230,20,?,144685,Some-college,10,Never-married,?,Own-child,Asian-Pac-Islander,Female,0,1602,40,Taiwan,<=50K,0
1231,18,?,255282,11th,7,Never-married,?,Own-child,Black,Male,0,1602,48,United-States,<=50K,0
1232,25,Private,282313,10th,6,Never-married,Handlers-cleaners,Own-child,Black,Male,0,1602,40,United-States,<=50K,0
1233,21,Private,180339,Assoc-voc,11,Never-married,Farming-fishing,Not-in-family,White,Female,0,1602,30,United-States,<=50K,0
1234,21,State-gov,48121,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,1602,10,United-States,<=50K,0
1235,17,Private,209949,11th,7,Never-married,Sales,Own-child,White,Female,0,1602,12,United-States,<=50K,0
1236,57,Private,142791,7th-8th,4,Widowed,Sales,Other-relative,White,Female,0,1602,3,United-States,<=50K,0
1237,23,Private,53245,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,1602,12,United-States,<=50K,0
1238,30,Private,48829,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,1602,30,United-States,<=50K,0
1239,18,Private,238867,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,1602,40,United-States,<=50K,0
1240,18,?,214989,Some-college,10,Never-married,?,Own-child,White,Female,0,1602,24,United-States,<=50K,0
1241,17,Private,225106,10th,6,Never-married,Other-service,Own-child,White,Female,0,1602,18,United-States,<=50K,0
1242,39,Private,194287,7th-8th,4,Never-married,Other-service,Own-child,White,Male,0,1602,35,United-States,<=50K,0
1243,18,Private,414721,11th,7,Never-married,Other-service,Own-child,Black,Male,0,1602,23,United-States,<=50K,0
1244,19,?,218471,HS-grad,9,Never-married,?,Own-child,White,Female,0,1602,30,United-States,<=50K,0
1245,18,?,261276,Some-college,10,Never-married,?,Own-child,Black,Female,0,1602,40,Cambodia,<=50K,0
1246,17,Local-gov,170916,10th,6,Never-married,Protective-serv,Own-child,White,Female,0,1602,40,United-States,<=50K,0
1247,21,State-gov,145651,Some-college,10,Never-married,Sales,Own-child,Black,Female,0,1602,12,United-States,<=50K,0
1248,18,Private,166889,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Female,0,1602,35,United-States,<=50K,0
1249,19,Private,124486,12th,8,Never-married,Other-service,Own-child,White,Male,0,1602,20,United-States,<=50K,0
1250,18,Private,404868,11th,7,Never-married,Sales,Own-child,Black,Female,0,1602,20,United-States,<=50K,0
1251,18,Private,77845,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,1602,15,United-States,<=50K,0
1252,19,?,278220,Some-college,10,Never-married,?,Own-child,White,Female,0,1602,40,United-States,<=50K,0
1253,17,Federal-gov,99893,11th,7,Never-married,Adm-clerical,Not-in-family,Black,Female,0,1602,40,United-States,<=50K,0
1254,17,Private,218361,10th,6,Never-married,Other-service,Own-child,White,Female,0,1602,12,United-States,<=50K,0
1255,18,?,171964,HS-grad,9,Never-married,?,Own-child,White,Female,0,1602,20,United-States,<=50K,0
1256,19,Private,283945,10th,6,Never-married,Handlers-cleaners,Other-relative,White,Male,0,1602,45,United-States,<=50K,0
1257,20,Private,289405,Some-college,10,Never-married,Sales,Own-child,White,Male,0,1602,15,United-States,<=50K,0
